MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA13241,LN619732,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Lathyrus,magellanicus,successional,Azonal & successional,regenerating Araucaria-Nothofagus forest,temperate,Neotropic,5.7,0.2%,12 mg/kg,0.01%,980,,South America,Chile,La Araucania,Lagu-Verde,38deg41.57'S 71deg36.55'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13242,LN619733,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00009,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Lathyrus,magellanicus,successional,Azonal & successional,regenerating Araucaria-Nothofagus forest,temperate,Neotropic,5.7,0.2%,12 mg/kg,0.01%,980,,South America,Chile,La Araucania,Lagu-Verde,38deg41.57'S 71deg36.55'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13285,LN619776,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Lathyrus,magellanicus,successional,Azonal & successional,regenerating Araucaria-Nothofagus forest,temperate,Neotropic,5.7,0.2%,12 mg/kg,0.01%,980,,South America,Chile,La Araucania,Lagu-Verde,38deg41.57'S 71deg36.55'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13391,LN619882,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Geum,urbanum,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Palearctic,,,,,78,,Europe,France,Aquitaine,Bordeaux 1,44deg45.16'N 0deg23.43'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13392,LN619883,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00009,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Geum,urbanum,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Palearctic,,,,,78,,Europe,France,Aquitaine,Bordeaux 1,44deg45.16'N 0deg23.43'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13508,LN619999,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Gentianales,Rubiaceae,Rubia,peregrina,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Palearctic,,,,,78,,Europe,France,Aquitaine,Bordeaux 2,44deg45.16'N 0deg23.43'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13532,LN620023,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00006,plant roots,,Magnoliidae,Asteranae,Gentianales,Apocynaceae,Vinca,minor,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Palearctic,,,,,78,,Europe,France,Aquitaine,Bordeaux 2,44deg45.16'N 0deg23.43'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13560,LN620051,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Asteranae,Gentianales,Apocynaceae,Vinca,minor,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Palearctic,,,,,78,,Europe,France,Aquitaine,Bordeaux 2,44deg45.16'N 0deg23.43'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13600,LN620091,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Digitaria,macroblephara,grassland,Tropical grasslands & savannas,natural grassland,tropical,Afrotropic,5.3,,131 mg/kg,0.2%,1344,,Africa,Tanzania,Mara,Serengeti 4,2deg20.11'S 34deg30.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13655,LN620146,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Ainsliaea,latifolia,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Indo-Malay,4.9,,107 mg/kg,0.2%,1920,,Asia,India,Uttarakhand,Mukteshwar 1,29deg25.15'N 79deg34.08'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13688,LN620179,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Asteranae,Apiales,Araliaceae,Hedera,nepalensis,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Indo-Malay,4.9,,107 mg/kg,0.2%,1920,,Asia,India,Uttarakhand,Mukteshwar 1,29deg25.15'N 79deg34.08'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13772,LN620263,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Plectranthus,mollis,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Indo-Malay,4.9,,107 mg/kg,0.2%,1920,,Asia,India,Uttarakhand,Mukteshwar 1,29deg25.15'N 79deg34.08'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13815,LN620306,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Ainsliaea,aptera,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Indo-Malay,4.9,,107 mg/kg,0.2%,2050,,Asia,India,Uttarakhand,Mukteshwar 2,29deg25.51'N 79deg38.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13874,LN620365,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Gentianales,Rubiaceae,Galium,elegans,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Indo-Malay,4.9,,107 mg/kg,0.2%,2050,,Asia,India,Uttarakhand,Mukteshwar 2,29deg25.51'N 79deg38.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13898,LN620389,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Asteranae,Gentianales,Rubiaceae,Galium,elegans,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Indo-Malay,4.9,,107 mg/kg,0.2%,2050,,Asia,India,Uttarakhand,Mukteshwar 2,29deg25.51'N 79deg38.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13904,LN620395,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Apiales,Araliaceae,Hedera,nepalensis,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Indo-Malay,4.9,,107 mg/kg,0.2%,2050,,Asia,India,Uttarakhand,Mukteshwar 2,29deg25.51'N 79deg38.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13936,LN620427,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Lamiales,Acanthaceae,Strobilanthes,sp.,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Indo-Malay,4.9,,107 mg/kg,0.2%,2050,,Asia,India,Uttarakhand,Mukteshwar 2,29deg25.51'N 79deg38.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14130,LN620621,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Rosanae,Malvales,Cistaceae,Helianthemum,viscarium,shrubland,deserts and xeric shrublands,desert,subtropical,Palearctic,,,,,823,,Asia,Israel,Southern District,Negev Highland 2,30deg35.34'N 34deg42.44'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14261,LN620752,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Digitaria,eriantha,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,6.2,2.7 %,24 mg/kg,0.2 %,1096,,Africa,South Africa,Limpopo,Nylstroom 1,24deg40.40'S 28deg39.39'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14314,LN620805,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Panicum,maximum,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,6.2,2.7 %,24 mg/kg,0.2 %,1096,,Africa,South Africa,Limpopo,Nylstroom 1,24deg40.40'S 28deg39.39'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14322,LN620813,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Lilianae,Commelinales,Commelinaceae,Commelina,benghalensis,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,4.2,0.01,16 mg/kg,0.07 %,1153,,Africa,South Africa,Limpopo,Nylstroom 2,24deg45.05'S 28deg34.34'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14323,LN620814,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Lilianae,Commelinales,Commelinaceae,Commelina,benghalensis,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,4.2,0.01,16 mg/kg,0.07 %,1153,,Africa,South Africa,Limpopo,Nylstroom 2,24deg45.05'S 28deg34.34'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14327,LN620818,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00051,plant roots,,Magnoliidae,Lilianae,Commelinales,Commelinaceae,Commelina,benghalensis,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,4.2,0.01,16 mg/kg,0.07 %,1153,,Africa,South Africa,Limpopo,Nylstroom 2,24deg45.05'S 28deg34.34'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14383,LN620874,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Lilianae,Commelinales,Commelinaceae,Commelina,benghalensis,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,4.2,0.01,16 mg/kg,0.07 %,1153,,Africa,South Africa,Limpopo,Nylstroom 2,24deg45.05'S 28deg34.34'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14403,LN620894,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Dichrostachys,cinerea,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,4.2,0.01,16 mg/kg,0.07 %,1153,,Africa,South Africa,Limpopo,Nylstroom 2,24deg45.05'S 28deg34.34'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14443,LN620934,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Dichrostachys,cinerea,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,4.2,0.01,16 mg/kg,0.07 %,1153,,Africa,South Africa,Limpopo,Nylstroom 2,24deg45.05'S 28deg34.34'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14455,LN620946,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Digitaria,eriantha,grassland,Subtropical grasslands & savannas,savannah,subtropical,Afrotropic,4.2,0.01,16 mg/kg,0.07 %,1153,,Africa,South Africa,Limpopo,Nylstroom 2,24deg45.05'S 28deg34.34'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14603,LN621094,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Prunella,vulgaris,grassland,Temperate seminatural grassland,seminatural grazed grassland,temperate,Palearctic,5.7,6.8%,34 mg/kg,0.6%,1231,,Europe,Germany,Bavaria,Oberstdorf 1,47deg28.12'N 10deg3.26'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14608,LN621099,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Briza,media,grassland,Temperate seminatural grassland,seminatural grazed grassland,temperate,Palearctic,6,5.5%,11 mg/kg,0.4%,1235,,Europe,Germany,Bavaria,Oberstdorf 2,47deg28.22'N 10deg4.04'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA14649,LN621140,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Briza,media,grassland,Temperate seminatural grassland,seminatural grazed grassland,temperate,Palearctic,6,5.5%,11 mg/kg,0.4%,1235,,Europe,Germany,Bavaria,Oberstdorf 2,47deg28.22'N 10deg4.04'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
