MaarjAM accession number	GenBank accession number	Fungal class	Fungal order	Fungal family	Fungal genus	Fungal species	VTX	Source	Source specify	Host subclass	Host superorder	Host order	Host family	Host genus	Host species	Ecosystem	Biome	Habitat	Climatic zone	Biogeo realm	Soil pH	C content	P content	N content	Altitude (m)	Average annual precipitation (mm)	Continent	Country	State	Location	Coordinates	Culture code	Forward primer	Reverse primer	Marker region	Sequencing method	Sequencing chemistry	Journal	Year	Title	Authors
MOA09546	LN616037	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Cenchrus	ciliaris	shrubland	deserts and xeric shrublands	desert	subtropical	Australasia	5	0.6%	70 mg/kg	0.04%	553		Oceania	Australia	Northern Territory	Alice Springs 2	23deg46.00'S 133deg52.36'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA09597	LN616088	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Eragrostis	barrelieri	shrubland	deserts and xeric shrublands	desert	subtropical	Australasia	5	0.6%	70 mg/kg	0.04%	553		Oceania	Australia	Northern Territory	Alice Springs 2	23deg46.00'S 133deg52.36'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA09624	LN616115	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Triraphis	mollis	shrubland	deserts and xeric shrublands	desert	subtropical	Australasia	5	0.6%	70 mg/kg	0.04%	553		Oceania	Australia	Northern Territory	Alice Springs 2	23deg46.00'S 133deg52.36'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA09839	LN616330	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Malpighiales	Hypericaceae	Hypericum	androsaemum	forest	Temperate broadleaf & mixed forest	broadleaf forest	temperate	Palearctic					94		Europe	France	Aquitaine	Biarritz 2	43deg35.28'N 1deg14.53'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA09878	LN616369	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Asparagales	Asparagaceae	Ruscus	aculeatus	forest	Temperate broadleaf & mixed forest	broadleaf forest	temperate	Palearctic					94		Europe	France	Aquitaine	Biarritz 2	43deg35.28'N 1deg14.53'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA09883	LN616374	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Lilianae	Asparagales	Asparagaceae	Ruscus	aculeatus	forest	Temperate broadleaf & mixed forest	broadleaf forest	temperate	Palearctic					94		Europe	France	Aquitaine	Biarritz 2	43deg35.28'N 1deg14.53'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA09968	LN616459	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00308	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Echinochloa	colona	grassland	Tropical grasslands & savannas	savannah	tropical	Afrotropic	6,1	0.8%	14 mg/kg	0.06%	26		Africa	Senegal	Thies	Bandia 1	14deg34.41'N 17deg1.02'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA09975	LN616466	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Echinochloa	colona	grassland	Tropical grasslands & savannas	savannah	tropical	Afrotropic	6,1	0.8%	14 mg/kg	0.06%	26		Africa	Senegal	Thies	Bandia 1	14deg34.41'N 17deg1.02'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10036	LN616527	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Myrtales	Combretaceae	Combretum	micranthum	grassland	Tropical grasslands & savannas	savannah	tropical	Afrotropic	6,4	0.8%	25 mg/kg	0.07%	23		Africa	Senegal	Thies	Bandia 2	14deg34.56'N 17deg0.58'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10038	LN616529	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Myrtales	Combretaceae	Combretum	micranthum	grassland	Tropical grasslands & savannas	savannah	tropical	Afrotropic	6,4	0.8%	25 mg/kg	0.07%	23		Africa	Senegal	Thies	Bandia 2	14deg34.56'N 17deg0.58'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10042	LN616533	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Myrtales	Combretaceae	Combretum	micranthum	grassland	Tropical grasslands & savannas	savannah	tropical	Afrotropic	6,4	0.8%	25 mg/kg	0.07%	23		Africa	Senegal	Thies	Bandia 2	14deg34.56'N 17deg0.58'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10063	LN616554	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Echinochloa	colona	grassland	Tropical grasslands & savannas	savannah	tropical	Afrotropic	6,4	0.8%	25 mg/kg	0.07%	23		Africa	Senegal	Thies	Bandia 2	14deg34.56'N 17deg0.58'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10105	LN616596	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Enteropogon	prieurii	grassland	Tropical grasslands & savannas	savannah	tropical	Afrotropic	6,4	0.8%	25 mg/kg	0.07%	23		Africa	Senegal	Thies	Bandia 2	14deg34.56'N 17deg0.58'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10145	LN616636	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00308	plant roots		Magnoliidae	Rosanae	Fabales	Fabaceae	Prosopis	juliflora	grassland	Tropical grasslands & savannas	savannah	tropical	Afrotropic	6,4	0.8%	25 mg/kg	0.07%	23		Africa	Senegal	Thies	Bandia 2	14deg34.56'N 17deg0.58'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10265	LN616756	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00239	plant roots		Magnoliidae	Asteranae	Apiales	Araliaceae	Hedera	colchica	forest	Temperate broadleaf & mixed forest	beech forest	temperate	Palearctic	4,8	0,14	18 mg/kg	1%	1400		Asia	Georgia	Imereti	Borjomi-Kharagauli 2	41deg56.27'N 43deg25.09'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10266	LN616757	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Apiales	Araliaceae	Hedera	colchica	forest	Temperate broadleaf & mixed forest	beech forest	temperate	Palearctic	4,8	0,14	18 mg/kg	1%	1400		Asia	Georgia	Imereti	Borjomi-Kharagauli 2	41deg56.27'N 43deg25.09'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10287	LN616778	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Liliales	Melanthiaceae	Paris	incompleta	forest	Temperate broadleaf & mixed forest	beech forest	temperate	Palearctic	4,8	0,14	18 mg/kg	1%	1400		Asia	Georgia	Imereti	Borjomi-Kharagauli 2	41deg56.27'N 43deg25.09'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10480	LN616971	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agropyron	cristatum	grassland	Temperate natural grassland	natural grassland	temperate	Palearctic					1630		Asia	Mongolia	Ulaanbaatar	Bogd Uul 1	47deg45.28'N 107deg7.56'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10548	LN617039	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Asteranae	Asterales	Asteraceae	Artemisia	frigida	grassland	Temperate natural grassland	natural grassland	temperate	Palearctic					1630		Asia	Mongolia	Ulaanbaatar	Bogd Uul 1	47deg45.28'N 107deg7.56'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10628	LN617119	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Rosales	Rosaceae	Potentilla	acaulis	grassland	Temperate natural grassland	natural grassland	temperate	Palearctic					1630		Asia	Mongolia	Ulaanbaatar	Bogd Uul 1	47deg45.28'N 107deg7.56'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10686	LN617177	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Plantaginaceae	Veronica	incana	grassland	Temperate natural grassland	natural grassland	temperate	Palearctic					1630		Asia	Mongolia	Ulaanbaatar	Bogd Uul 1	47deg45.28'N 107deg7.56'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10735	LN617226	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Asparagales	Amaryllidaceae	Allium	bidentatum	grassland	Temperate natural grassland	natural grassland	temperate	Palearctic					1631		Asia	Mongolia	Ulaanbaatar	Bogd Uul 2	47deg45.28'N 107deg7.55'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10784	LN617275	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Ericales	Primulaceae	Androsace	incana	grassland	Temperate natural grassland	natural grassland	temperate	Palearctic					1631		Asia	Mongolia	Ulaanbaatar	Bogd Uul 2	47deg45.28'N 107deg7.55'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10833	LN617324	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Rosales	Rosaceae	Potentilla	acaulis	grassland	Temperate natural grassland	natural grassland	temperate	Palearctic					1631		Asia	Mongolia	Ulaanbaatar	Bogd Uul 2	47deg45.28'N 107deg7.55'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA10889	LN617380	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Stipa	krylovii	grassland	Temperate natural grassland	natural grassland	temperate	Palearctic					1631		Asia	Mongolia	Ulaanbaatar	Bogd Uul 2	47deg45.28'N 107deg7.55'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA11045	LN617536	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Plantaginaceae	Plantago	argentina	grassland	Montane grassland	natural grassland	subtropical	Neotropic	5,1	6.2%	54 mg/kg	0.5%	1632		South America	Argentina	Cordoba	Cordoba mountain range 1	32deg46.08'S 64deg56.26'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA11357	LN617848	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Apiales	Apiaceae	Azorella	trifurcata	grassland	Temperate natural grassland	natural grassland	temperate	Neotropic	5,5	8.8%	169 mg/kg	0.8%	203		South America	Chile	Magallanes y la Antartica Chilena	Chico Morro 1	52deg3.29'S 71deg25.16'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA11416	LN617907	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Geraniales	Geraniaceae	Geranium	sessiliflorum	grassland	Temperate natural grassland	natural grassland	temperate	Neotropic	5,5	8.8%	169 mg/kg	0.8%	203		South America	Chile	Magallanes y la Antartica Chilena	Chico Morro 1	52deg3.29'S 71deg25.16'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA11518	LN618009	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Asterales	Asteraceae	Taraxacum	officinale s.l.	grassland	Temperate natural grassland	natural grassland	temperate	Neotropic	5,5	8.8%	169 mg/kg	0.8%	203		South America	Chile	Magallanes y la Antartica Chilena	Chico Morro 1	52deg3.29'S 71deg25.16'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
MOA11572	LN618063	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agrostis	perennans	grassland	Temperate natural grassland	natural grassland	temperate	Neotropic	5,3	6.2%	77 mg/kg	0.5%	179		South America	Chile	Magallanes y la Antartica Chilena	Chico Morro 2	52deg3.18'S 71deg25.21'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Science	2015	Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism	Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M.
